"","mnthborn","yearborn","age","electric","radio","tv","bicycle","educ","ceb","agefbrth","children","knowmeth","usemeth","monthfm","yearfm","agefm","idlnchld","heduc","agesq","urban","urb_educ","spirit","protest","catholic","frsthalf","educ0","evermarr","educ7"
"3149",10,60,28,0,1,0,0,10,2,19,2,1,1,3,79,18,6,5,784,1,10,1,0,0,0,0,1,1
"3150",6,56,32,0,0,0,0,7,4,21,4,1,1,3,81,24,6,NA,1024,1,7,0,0,0,1,0,1,1
"3151",6,65,23,0,0,0,1,7,1,18,1,1,1,NA,NA,NA,3,NA,529,1,7,0,0,0,1,0,0,1
"3152",11,63,24,0,1,0,0,9,2,17,2,1,1,NA,NA,NA,4,NA,576,1,9,1,0,0,0,0,0,1
"3153",5,62,26,0,1,0,0,6,1,20,1,1,1,NA,NA,NA,4,NA,676,1,6,0,0,0,1,0,0,0
"3154",7,66,22,0,1,0,1,10,1,20,1,1,0,NA,NA,NA,6,NA,484,1,10,0,0,0,0,0,0,1
"3155",8,55,33,1,1,1,0,10,4,16,4,1,0,1,70,14,1,12,1089,1,10,0,0,0,0,0,1,1
"3156",1,70,18,1,1,1,0,9,0,NA,0,1,1,6,88,18,5,12,324,1,9,1,0,0,1,0,1,1
"3157",12,56,31,1,1,1,1,10,4,19,4,1,0,10,75,18,2,10,961,1,10,1,0,0,0,0,1,1
"3158",6,70,18,1,1,1,1,7,0,NA,0,1,0,NA,NA,NA,2,NA,324,1,7,1,0,0,1,0,0,1
"3159",3,63,25,0,1,0,0,1,0,NA,0,1,0,NA,NA,NA,5,NA,625,1,1,0,0,0,1,0,0,0
"3160",2,54,34,1,1,1,1,14,2,29,2,1,1,5,78,24,0,15,1156,1,14,0,1,0,1,0,1,1
"3161",1,51,37,1,1,1,1,15,4,28,4,1,1,7,87,36,4,15,1369,1,15,0,0,0,1,0,1,1
"3162",5,54,34,1,0,1,0,9,3,15,3,1,1,2,83,28,3,19,1156,1,9,1,0,0,1,0,1,1
"3163",6,64,24,0,1,0,0,0,4,16,4,1,1,11,77,13,5,0,576,0,0,1,0,0,1,1,1,0
"3164",7,64,24,0,1,0,1,0,2,19,2,1,1,10,85,21,10,0,576,0,0,1,0,0,0,1,1,0
"3165",9,72,16,0,0,0,0,5,0,NA,0,1,0,NA,NA,NA,4,NA,256,0,0,1,0,0,0,0,0,0
"3166",10,45,43,1,0,0,0,6,1,29,1,1,0,8,71,25,4,7,1849,0,0,1,0,0,0,0,1,0
"3167",5,63,25,0,1,0,0,5,1,20,1,1,0,12,81,18,5,7,625,0,0,1,0,0,1,0,1,0
"3168",6,72,16,0,0,0,0,5,0,NA,0,0,0,NA,NA,NA,2,NA,256,0,0,1,0,0,1,0,0,0
"3169",9,72,16,0,0,0,0,8,0,NA,0,1,0,NA,NA,NA,10,NA,256,0,0,0,1,0,0,0,0,1
"3170",9,73,15,0,0,0,0,8,0,NA,0,1,0,NA,NA,NA,3,NA,225,0,0,1,0,0,0,0,0,1
"3171",6,59,29,0,0,0,1,3,4,20,4,1,0,5,84,24,6,2,841,0,0,1,0,0,1,0,1,0
"3172",6,67,21,0,1,0,1,7,1,20,1,1,1,NA,NA,NA,4,NA,441,0,0,1,0,0,1,0,0,1
"3173",4,60,28,0,1,0,1,10,2,20,2,1,1,12,85,25,3,12,784,0,0,1,0,0,1,0,1,1
"3174",3,57,31,0,1,0,1,2,4,18,4,1,0,NA,NA,NA,6,NA,961,0,0,1,0,0,1,0,0,0
"3175",9,67,21,0,1,0,0,10,0,NA,0,1,0,NA,NA,NA,6,NA,441,0,0,0,0,0,0,0,0,1
"3176",11,57,31,0,1,0,0,10,4,20,3,1,1,3,84,26,4,6,961,0,0,1,0,0,0,0,1,1
"3177",9,72,16,0,0,0,0,8,0,NA,0,1,0,NA,NA,NA,4,NA,256,0,0,0,0,0,0,0,0,1
"3178",2,67,21,0,1,0,0,7,2,15,2,1,1,NA,NA,NA,2,NA,441,0,0,0,0,0,1,0,0,1
"3179",3,72,16,0,0,0,0,8,0,NA,0,1,0,NA,NA,NA,2,NA,256,0,0,1,0,0,1,0,0,1
"3180",10,68,20,0,1,0,0,7,0,NA,0,1,1,NA,NA,NA,4,NA,400,0,0,1,0,0,0,0,0,1
"3181",1,59,29,0,1,0,1,6,3,20,3,1,1,4,85,26,NA,7,841,0,0,1,0,0,1,0,1,0
"3182",4,63,25,0,1,0,1,7,2,19,2,1,1,7,87,24,8,7,625,0,0,1,0,0,1,0,1,1
"3183",12,71,16,0,0,0,1,7,0,NA,0,1,0,NA,NA,NA,4,NA,256,0,0,0,1,0,0,0,0,1
"3184",1,55,33,0,1,0,1,0,7,18,7,1,1,7,75,20,4,3,1089,0,0,1,0,0,1,1,1,0
"3185",12,72,15,0,1,0,1,7,0,NA,0,1,0,NA,NA,NA,2,NA,225,0,0,0,0,0,0,0,0,1
"3186",9,43,45,0,0,0,0,6,6,21,5,1,1,12,66,23,8,4,2025,0,0,1,0,0,0,0,1,0
"3187",2,66,22,0,1,0,0,10,1,21,1,1,1,NA,NA,NA,4,NA,484,0,0,0,0,0,1,0,0,1
"3188",7,54,34,0,1,0,0,5,4,18,4,1,1,11,73,19,6,10,1156,0,0,0,0,1,0,0,1,0
"3189",2,69,19,0,1,0,0,6,0,NA,0,1,1,NA,NA,NA,1,NA,361,0,0,0,0,0,1,0,0,0
"3190",7,66,22,0,0,0,0,10,1,17,1,1,1,NA,NA,NA,3,NA,484,0,0,0,0,0,0,0,0,1
"3191",1,48,40,0,1,0,0,7,5,22,5,1,1,6,80,32,6,4,1600,0,0,1,0,0,1,0,1,1
"3192",12,50,37,0,1,0,0,12,8,18,7,1,1,10,70,19,6,10,1369,0,0,1,0,0,0,0,1,1
"3193",12,52,35,0,1,0,0,7,3,26,3,1,1,NA,NA,NA,4,NA,1225,0,0,0,1,0,0,0,0,1
"3194",10,52,36,0,0,0,0,4,3,17,3,1,0,NA,NA,NA,6,NA,1296,0,0,1,0,0,0,0,0,0
"3195",3,73,15,0,0,0,0,7,0,NA,0,1,0,NA,NA,NA,2,NA,225,0,0,0,1,0,1,0,0,1
"3196",4,72,16,0,1,0,0,7,0,NA,0,1,0,NA,NA,NA,2,NA,256,0,0,0,1,0,1,0,0,1
"3197",6,49,39,0,1,0,0,12,4,16,4,1,1,NA,NA,NA,6,NA,1521,0,0,1,0,0,1,0,0,1
"3198",1,68,20,0,1,0,0,5,1,20,1,1,0,NA,NA,NA,3,NA,400,0,0,0,1,0,1,0,0,0
"3199",1,47,41,0,0,0,0,3,0,NA,0,1,0,NA,NA,NA,6,NA,1681,0,0,0,0,0,1,0,0,0
"3200",10,47,41,0,0,0,0,1,3,25,3,1,0,NA,NA,NA,6,NA,1681,0,0,0,0,0,0,0,0,0
"3201",3,49,39,0,0,0,0,4,8,19,6,1,1,10,67,18,8,5,1521,0,0,1,0,0,1,0,1,0
"3202",4,68,20,0,0,0,0,8,1,20,1,1,0,NA,NA,NA,2,NA,400,0,0,0,0,0,1,0,0,1
"3203",10,49,39,0,0,0,0,2,3,19,3,1,1,NA,NA,NA,6,NA,1521,0,0,0,1,0,0,0,0,0
"3204",3,53,35,0,0,0,0,4,1,15,1,0,0,NA,NA,NA,3,NA,1225,0,0,0,1,0,1,0,0,0
"3205",8,67,21,0,1,0,0,10,1,21,1,1,0,NA,NA,NA,3,NA,441,0,0,0,1,0,0,0,0,1
"3206",8,70,18,0,1,0,0,7,0,NA,0,1,0,NA,NA,NA,5,NA,324,0,0,0,1,0,0,0,0,1
"3207",2,72,16,0,0,0,0,7,0,NA,0,1,0,NA,NA,NA,1,NA,256,0,0,1,0,0,1,0,0,1
"3208",6,68,20,0,1,0,1,7,1,17,1,1,1,NA,NA,NA,5,NA,400,0,0,1,0,0,1,0,0,1
"3209",9,70,18,0,0,0,1,7,0,NA,0,1,0,NA,NA,NA,5,NA,324,0,0,1,0,0,0,0,0,1
"3210",2,72,16,0,1,0,1,7,0,NA,0,1,0,NA,NA,NA,NA,NA,256,0,0,1,0,0,1,0,0,1
"3211",3,59,29,0,0,0,0,3,3,20,3,1,1,11,82,23,10,7,841,0,0,1,0,0,1,0,1,0
"3212",6,40,48,0,0,0,0,0,11,19,9,1,1,10,58,18,NA,2,2304,0,0,1,0,0,1,1,1,0
"3213",5,48,40,0,0,0,0,1,0,NA,0,1,0,NA,NA,NA,NA,NA,1600,0,0,1,0,0,1,0,0,0
"3214",9,72,16,0,0,0,0,0,0,NA,0,1,0,NA,NA,NA,6,NA,256,0,0,0,0,0,0,1,0,0
"3215",7,60,28,0,0,0,0,0,5,16,5,1,0,11,80,20,5,0,784,0,0,0,0,0,0,1,1,0
"3216",4,54,34,0,0,0,0,6,7,12,7,1,0,NA,NA,NA,12,NA,1156,0,0,1,0,0,1,0,0,0
"3217",9,48,40,0,1,0,1,0,12,17,12,1,0,2,67,18,6,5,1600,0,0,1,0,0,0,1,1,0
"3218",8,65,23,0,1,0,1,7,2,19,2,1,1,9,83,18,6,1,529,0,0,1,0,0,0,0,1,1
"3219",5,57,31,0,1,0,1,7,2,26,2,1,1,NA,NA,NA,4,NA,961,0,0,1,0,0,1,0,0,1
"3220",8,56,32,0,1,0,1,7,2,20,2,1,1,NA,NA,NA,4,NA,1024,0,0,1,0,0,0,0,0,1
"3221",6,43,45,0,1,0,1,9,7,18,7,1,1,7,75,32,10,0,2025,0,0,1,0,0,1,0,1,1
"3222",2,63,25,0,1,0,1,7,3,16,3,1,1,8,77,14,4,7,625,0,0,1,0,0,1,0,1,1
"3223",7,70,18,0,1,0,1,7,0,NA,0,1,0,2,87,16,2,0,324,0,0,0,0,0,0,0,1,1
"3224",11,49,39,0,0,0,0,3,4,20,4,1,0,NA,NA,NA,4,NA,1521,0,0,1,0,0,0,0,0,0
"3225",6,57,31,0,0,0,0,0,0,NA,0,1,0,11,74,17,4,0,961,0,0,0,0,0,1,1,1,0
"3226",6,61,27,0,0,0,0,0,2,17,2,1,1,NA,NA,NA,5,NA,729,0,0,0,0,0,1,1,0,0
"3227",6,59,29,0,0,0,0,0,4,14,4,1,0,NA,NA,NA,6,NA,841,0,0,0,0,0,1,1,0,0
"3228",2,53,35,0,0,0,0,0,5,19,5,1,0,10,85,32,3,0,1225,0,0,1,0,0,1,1,1,0
"3229",3,55,33,0,0,0,0,0,4,21,4,1,NA,NA,NA,NA,2,NA,1089,0,0,0,0,0,1,1,0,0
"3230",4,52,36,0,1,0,1,5,7,16,6,1,0,5,78,26,10,0,1296,0,0,1,0,0,1,0,1,0
"3231",11,69,18,0,1,0,1,9,1,17,1,1,1,NA,NA,NA,4,NA,324,0,0,1,0,0,0,0,0,1
"3232",6,55,33,1,0,0,0,0,4,19,4,1,0,6,71,16,10,0,1089,0,0,1,0,0,1,1,1,0
"3233",6,64,24,0,1,0,1,0,3,17,3,1,0,12,83,19,7,6,576,0,0,0,0,0,1,1,1,0
"3234",3,61,27,0,1,0,1,0,3,16,3,1,0,12,72,11,6,8,729,0,0,0,0,0,1,1,1,0
"3235",3,50,38,0,0,0,0,0,6,19,5,1,1,1,71,20,5,0,1444,0,0,1,0,0,1,1,1,0
"3236",9,66,22,0,0,0,0,0,0,NA,0,1,0,7,88,21,5,7,484,0,0,1,0,0,0,1,1,0
"3237",6,69,19,0,0,0,0,10,0,NA,0,1,0,NA,NA,NA,3,NA,361,0,0,0,0,0,1,0,0,1
"3238",11,53,35,0,0,0,0,4,5,17,5,1,1,NA,NA,NA,6,NA,1225,0,0,0,0,0,0,0,0,0
"3239",6,59,29,0,1,0,1,0,4,16,4,1,1,3,84,24,4,0,841,0,0,1,0,0,1,1,1,0
"3240",11,70,18,0,1,0,0,7,1,17,1,1,1,NA,NA,NA,4,NA,324,0,0,1,0,0,0,0,0,1
"3241",8,44,44,0,0,0,0,0,7,20,6,1,1,NA,NA,NA,NA,NA,1936,0,0,1,0,0,0,1,0,0
"3242",12,58,29,0,0,0,1,7,3,18,3,1,1,NA,NA,NA,8,NA,841,0,0,1,0,0,0,0,0,1
"3243",11,68,20,0,1,0,1,7,0,NA,0,1,0,NA,NA,NA,4,NA,400,0,0,0,0,0,0,0,0,1
"3244",8,51,37,0,1,0,0,0,6,18,5,1,1,NA,NA,NA,NA,NA,1369,0,0,1,0,0,0,1,0,0
"3245",6,53,35,0,0,0,0,1,7,13,6,1,1,6,83,30,10,7,1225,0,0,0,1,0,1,0,1,0
"3246",1,48,40,0,0,0,1,0,9,18,8,1,1,4,72,24,8,NA,1600,0,0,0,0,0,1,1,1,0
"3247",12,48,39,0,1,0,1,0,6,19,6,1,1,1,68,19,6,6,1521,0,0,0,0,0,0,1,1,0
"3248",3,60,28,0,1,0,0,0,2,23,2,1,0,NA,NA,NA,8,NA,784,0,0,1,0,0,1,1,0,0
"3249",6,62,26,0,1,0,1,0,3,15,3,1,1,7,77,15,3,NA,676,0,0,1,0,0,1,1,1,0
"3250",2,70,18,0,1,0,1,7,1,17,1,1,0,NA,NA,NA,4,NA,324,0,0,1,0,0,1,0,0,1
"3251",4,72,16,0,1,0,1,7,0,NA,0,1,0,NA,NA,NA,2,NA,256,0,0,1,0,0,1,0,0,1
"3252",2,69,19,0,1,0,1,7,1,19,1,1,0,NA,NA,NA,2,NA,361,0,0,1,0,0,1,0,0,1
"3253",9,66,22,0,1,0,1,7,0,NA,0,1,1,NA,NA,NA,6,NA,484,0,0,0,1,0,0,0,0,1
"3254",8,73,15,0,1,0,1,5,0,NA,0,1,0,NA,NA,NA,4,NA,225,0,0,0,0,0,0,0,0,0
"3255",10,68,20,0,1,0,1,9,0,NA,0,1,0,3,88,19,8,7,400,0,0,1,0,0,0,0,1,1
"3256",12,51,36,0,0,0,0,0,4,22,4,1,1,NA,NA,NA,6,NA,1296,0,0,1,0,0,0,1,0,0
"3257",6,47,41,0,1,0,0,4,1,21,1,1,0,6,65,18,5,0,1681,0,0,1,0,0,1,0,1,0
"3258",12,66,21,0,1,0,0,8,1,20,1,1,0,NA,NA,NA,5,NA,441,0,0,0,0,0,0,0,0,1
"3259",10,66,22,0,1,0,1,7,0,NA,0,1,0,NA,NA,NA,6,NA,484,0,0,1,0,0,0,0,0,1
"3260",10,53,35,0,1,0,1,0,5,18,4,1,1,11,82,29,5,6,1225,0,0,1,0,0,0,1,1,0
"3261",3,66,22,0,0,0,0,6,2,18,2,1,0,NA,NA,NA,8,NA,484,0,0,1,0,0,1,0,0,0
"3262",2,68,20,0,1,0,0,10,1,19,1,1,0,NA,NA,NA,4,NA,400,0,0,0,1,0,1,0,0,1
"3263",8,69,19,0,1,0,0,7,0,NA,0,1,0,NA,NA,NA,4,NA,361,0,0,0,1,0,0,0,0,1
"3264",10,52,36,0,1,0,0,6,4,21,4,1,1,2,75,22,6,5,1296,0,0,1,0,0,0,0,1,0
"3265",3,40,48,0,1,0,0,1,7,20,7,1,NA,2,59,18,7,0,2304,0,0,0,0,0,1,0,1,0
"3266",7,65,23,1,0,0,0,6,2,20,2,1,0,NA,NA,NA,4,NA,529,0,0,1,0,0,0,0,0,0
"3267",4,63,25,0,1,0,0,0,4,13,4,1,0,NA,NA,NA,7,NA,625,0,0,1,0,0,1,1,0,0
"3268",3,58,30,0,1,0,0,0,3,18,3,1,0,NA,NA,NA,4,NA,900,0,0,1,0,0,1,1,0,0
"3269",4,56,32,0,0,0,0,2,3,22,3,1,0,NA,NA,NA,4,NA,1024,0,0,0,0,0,1,0,0,0
"3270",3,46,42,0,0,0,0,1,9,21,9,1,0,6,73,27,2,2,1764,0,0,0,0,0,1,0,1,0
"3271",1,57,31,0,0,0,0,3,2,26,2,1,0,NA,NA,NA,4,NA,961,0,0,1,0,0,1,0,0,0
"3272",2,51,37,0,0,0,0,4,6,19,6,1,0,11,69,18,6,1,1369,0,0,0,0,0,1,0,1,0
"3273",6,73,15,0,0,0,0,8,0,NA,0,1,0,NA,NA,NA,NA,NA,225,0,0,0,0,0,1,0,0,1
"3274",4,55,33,0,0,0,0,4,3,19,3,1,1,NA,NA,NA,3,NA,1089,0,0,1,0,0,1,0,0,0
"3275",10,69,19,0,0,0,0,5,1,17,1,1,1,NA,NA,NA,5,NA,361,0,0,1,0,0,0,0,0,0
"3276",2,53,35,0,0,0,0,0,1,23,1,1,0,NA,NA,NA,4,NA,1225,0,0,0,0,0,1,1,0,0
"3277",4,59,29,0,1,0,0,7,0,NA,0,1,0,NA,NA,NA,5,NA,841,0,0,0,0,0,1,0,0,1
"3278",2,67,21,0,1,0,0,7,1,21,1,1,0,NA,NA,NA,3,NA,441,0,0,0,0,0,1,0,0,1
"3279",9,70,18,0,1,0,0,7,1,16,1,1,1,NA,NA,NA,3,NA,324,0,0,0,0,0,0,0,0,1
"3280",10,63,25,0,0,0,0,7,2,20,2,1,1,NA,NA,NA,4,NA,625,0,0,0,0,0,0,0,0,1
"3281",6,47,41,0,1,0,0,1,0,NA,0,1,0,8,76,29,4,0,1681,0,0,0,0,0,1,0,1,0
"3282",3,54,34,0,1,0,0,0,0,NA,0,1,0,NA,NA,NA,7,NA,1156,0,0,0,0,0,1,1,0,0
"3283",10,68,20,0,1,0,0,7,1,18,0,1,0,NA,NA,NA,5,NA,400,0,0,0,0,0,0,0,0,1
"3284",5,50,38,0,1,0,0,7,9,21,8,1,0,10,79,29,6,0,1444,0,0,1,0,0,1,0,1,1
"3285",7,71,17,0,1,0,0,9,0,NA,0,1,1,NA,NA,NA,3,NA,289,0,0,1,0,0,0,0,0,1
"3286",4,73,15,0,1,0,0,7,0,NA,0,1,0,NA,NA,NA,NA,NA,225,0,0,1,0,0,1,0,0,1
"3287",9,67,21,0,1,0,1,6,1,19,0,1,1,NA,NA,NA,NA,NA,441,0,0,1,0,0,0,0,0,0
"3288",9,58,30,0,1,0,0,5,4,19,4,1,1,9,84,26,4,7,900,0,0,1,0,0,0,0,1,0
"3289",9,66,22,0,1,0,0,7,3,16,3,1,0,NA,NA,NA,3,NA,484,0,0,0,0,0,0,0,0,1
"3290",10,66,22,0,1,0,0,0,1,17,1,1,0,NA,NA,NA,5,NA,484,0,0,1,0,0,0,1,0,0
"3291",10,63,25,0,1,0,0,7,3,19,3,1,1,2,80,16,15,7,625,0,0,1,0,0,0,0,1,1
"3292",4,56,32,0,0,0,0,0,8,17,7,1,0,12,76,20,10,0,1024,0,0,0,0,0,1,1,1,0
"3293",2,44,44,0,0,0,0,0,9,21,9,1,0,3,64,20,6,0,1936,0,0,0,0,0,1,1,1,0
"3294",2,68,20,0,0,0,0,7,2,17,2,1,0,NA,NA,NA,2,NA,400,0,0,0,0,0,1,0,0,1
"3295",5,65,23,0,0,0,0,3,0,NA,0,1,0,NA,NA,NA,NA,NA,529,0,0,0,1,0,1,0,0,0
"3296",8,72,16,0,0,0,0,9,0,NA,0,1,0,NA,NA,NA,3,NA,256,0,0,1,0,0,0,0,0,1
"3297",3,72,16,0,0,0,0,8,1,16,1,1,0,NA,NA,NA,4,NA,256,0,0,0,0,0,1,0,0,1
"3298",2,68,20,0,1,0,0,7,1,19,1,1,0,NA,NA,NA,4,NA,400,0,0,1,0,0,1,0,0,1
"3299",6,68,20,0,0,0,0,7,1,19,1,1,0,NA,NA,NA,4,NA,400,0,0,0,0,0,1,0,0,1
"3300",12,70,17,0,0,0,0,9,0,NA,0,1,0,NA,NA,NA,4,NA,289,0,0,1,0,0,0,0,0,1
"3301",8,73,15,0,0,0,0,7,0,NA,0,1,0,NA,NA,NA,3,NA,225,0,0,0,1,0,0,0,0,1
"3302",3,52,36,0,0,0,0,0,2,26,2,0,0,3,84,32,4,0,1296,0,0,0,0,0,1,1,1,0
"3303",10,50,38,0,0,0,0,0,3,24,3,1,0,9,78,27,3,0,1444,0,0,0,0,0,0,1,1,0
"3304",2,59,29,0,0,0,0,0,1,26,1,1,0,10,85,26,NA,0,841,0,0,0,0,0,1,1,1,0
"3305",10,64,24,0,0,0,0,0,2,22,1,1,0,NA,NA,NA,1,NA,576,0,0,0,0,0,0,1,0,0
"3306",3,54,34,0,1,0,0,0,3,26,3,0,0,8,77,23,4,0,1156,0,0,0,0,0,1,1,1,0
"3307",8,68,20,0,0,0,0,0,0,NA,0,1,0,NA,NA,NA,2,NA,400,0,0,0,0,0,0,1,0,0
"3308",2,65,23,0,1,0,0,0,1,23,1,1,0,4,86,21,1,0,529,0,0,0,0,0,1,1,1,0
"3309",6,60,28,0,0,0,0,0,4,18,4,0,0,7,85,25,6,0,784,0,0,0,0,0,1,1,1,0
"3310",8,59,29,0,1,0,0,0,3,17,2,1,1,5,75,15,6,NA,841,0,0,0,0,0,0,1,1,0
"3311",9,67,21,0,0,0,0,0,0,NA,0,1,1,7,88,20,2,0,441,0,0,0,0,0,0,1,1,0
"3312",6,64,24,0,0,0,0,0,2,21,2,1,1,3,84,19,2,0,576,0,0,0,0,0,1,1,1,0
"3313",1,42,46,0,0,0,0,0,11,22,10,0,0,2,86,44,3,0,2116,0,0,0,0,0,1,1,1,0
"3314",4,69,19,0,0,0,0,0,1,18,1,1,1,NA,NA,NA,4,NA,361,0,0,0,0,0,1,1,0,0
"3315",6,73,15,0,0,0,0,0,1,14,1,1,0,NA,NA,NA,1,NA,225,0,0,0,0,0,1,1,0,0
"3316",9,42,46,0,0,0,0,0,0,NA,0,0,0,1,67,24,NA,0,2116,0,0,0,0,0,0,1,1,0
"3317",5,46,42,0,1,0,0,0,3,18,3,1,0,NA,NA,NA,6,NA,1764,0,0,1,0,0,1,1,0,0
"3318",1,56,32,0,1,0,0,0,3,24,3,1,1,NA,NA,NA,10,NA,1024,0,0,1,0,0,1,1,0,0
"3319",5,65,23,0,1,0,0,7,1,19,1,1,0,NA,NA,NA,3,NA,529,0,0,0,1,0,1,0,0,1
"3320",2,49,39,0,1,0,0,0,7,17,7,1,1,NA,NA,NA,5,NA,1521,0,0,1,0,0,1,1,0,0
"3321",4,47,41,0,1,0,0,4,6,16,6,1,1,3,67,19,7,6,1681,0,0,1,0,0,1,0,1,0
"3322",7,68,20,0,1,0,0,12,0,NA,0,1,1,NA,NA,NA,2,NA,400,0,0,1,0,0,0,0,0,1
"3323",8,66,22,0,1,0,0,7,4,13,4,1,1,NA,NA,NA,5,NA,484,0,0,1,0,0,0,0,0,1
"3324",7,72,16,0,1,0,0,6,0,NA,0,1,1,NA,NA,NA,5,NA,256,0,0,1,0,0,0,0,0,0
"3325",8,50,38,0,1,0,0,3,1,17,1,1,0,8,65,15,8,1,1444,0,0,0,0,0,0,0,1,0
"3326",1,53,35,0,0,0,0,1,7,17,7,1,1,10,71,18,8,0,1225,0,0,1,0,0,1,0,1,0
"3327",7,69,19,0,1,0,1,7,1,18,1,1,0,3,86,16,7,7,361,0,0,0,0,0,0,0,1,1
"3328",5,40,48,0,0,0,0,2,6,19,6,1,0,10,60,20,5,1,2304,0,0,1,0,0,1,0,1,0
"3329",6,55,33,0,1,0,0,4,5,17,5,1,1,1,88,32,6,NA,1089,0,0,1,0,0,1,0,1,0
"3330",5,62,26,0,1,0,1,7,3,19,1,1,0,NA,NA,NA,5,NA,676,0,0,1,0,0,1,0,0,1
"3331",2,58,30,0,1,0,1,5,1,16,1,1,0,7,77,19,10,3,900,0,0,0,0,0,1,0,1,0
"3332",2,55,33,0,1,0,0,0,7,12,7,1,0,NA,NA,NA,10,NA,1089,0,0,0,0,0,1,1,0,0
"3333",12,64,23,0,1,0,0,0,3,15,3,1,1,10,85,20,4,NA,529,0,0,1,0,0,0,1,1,0
"3334",3,56,32,0,0,0,0,0,2,19,1,1,0,6,77,21,10,0,1024,0,0,1,0,0,1,1,1,0
"3335",8,56,32,0,1,0,1,0,5,18,5,1,0,11,80,24,5,3,1024,0,0,1,0,0,0,1,1,0
"3336",3,58,30,0,0,0,0,3,4,17,4,1,1,NA,NA,NA,6,NA,900,0,0,0,0,0,1,0,0,0
"3337",3,62,26,0,1,0,1,6,3,18,3,1,0,6,79,17,4,0,676,0,0,1,0,0,1,0,1,0
"3338",11,61,26,0,1,0,1,7,4,17,4,1,1,3,81,19,4,0,676,0,0,1,0,0,0,0,1,1
"3339",2,68,20,0,1,0,1,7,0,NA,0,1,0,9,86,18,5,7,400,0,0,1,0,0,1,0,1,1
"3340",5,71,17,0,1,0,1,7,0,NA,0,1,1,NA,NA,NA,5,NA,289,0,0,1,0,0,1,0,0,1
"3341",8,46,42,0,1,0,1,0,6,20,6,1,1,5,74,27,10,0,1764,0,0,0,1,0,0,1,1,0
"3342",4,55,33,0,1,0,1,7,6,17,6,1,1,3,73,17,7,4,1089,0,0,1,0,0,1,0,1,1
"3343",8,50,38,0,1,0,0,10,4,19,4,1,0,5,69,18,4,7,1444,0,0,1,0,0,0,0,1,1
"3344",6,45,43,0,0,0,0,5,7,19,6,1,1,1,65,19,7,0,1849,0,0,1,0,0,1,0,1,0
"3345",7,67,21,0,0,0,0,10,0,NA,0,1,0,NA,NA,NA,4,NA,441,0,0,1,0,0,0,0,0,1
"3346",5,40,48,0,1,0,1,3,8,21,8,1,1,7,66,26,10,0,2304,0,0,1,0,0,1,0,1,0
"3347",3,73,15,0,1,0,1,7,0,NA,0,1,0,NA,NA,NA,4,NA,225,0,0,1,0,0,1,0,0,1
"3348",6,61,27,0,1,0,0,10,2,20,2,1,1,10,82,21,5,10,729,0,0,1,0,0,1,0,1,1
"3349",6,54,34,0,0,0,1,0,3,26,3,1,1,NA,NA,NA,9,NA,1156,0,0,1,0,0,1,1,0,0
"3350",2,64,24,0,0,0,1,7,1,22,1,1,0,NA,NA,NA,4,NA,576,0,0,1,0,0,1,0,0,1
"3351",7,70,18,0,0,0,0,9,0,NA,0,1,0,NA,NA,NA,4,NA,324,0,0,1,0,0,0,0,0,1
"3352",3,59,29,0,0,0,1,7,2,20,2,1,1,NA,NA,NA,4,NA,841,0,0,1,0,0,1,0,0,1
"3353",6,48,40,0,1,0,1,0,10,18,8,1,0,2,76,27,6,0,1600,0,0,0,0,0,1,1,1,0
"3354",6,57,31,0,0,0,0,7,5,17,5,1,1,5,76,18,5,0,961,0,0,1,0,0,1,0,1,1
"3355",10,57,31,0,1,0,0,5,5,16,5,1,1,10,75,18,7,6,961,0,0,1,0,0,0,0,1,0
"3356",12,55,32,0,1,0,1,10,4,18,4,1,1,NA,NA,NA,5,NA,1024,0,0,0,1,0,0,0,0,1
"3357",6,58,30,0,1,0,1,7,3,21,3,1,1,8,79,21,9,6,900,0,0,1,0,0,1,0,1,1
"3358",11,60,27,0,0,0,0,4,3,19,3,1,1,7,82,21,NA,5,729,0,0,0,1,0,0,0,1,0
"3359",6,62,26,0,1,0,0,12,2,20,2,1,1,12,84,22,7,14,676,0,0,1,0,0,1,0,1,1
"3360",2,58,30,0,1,0,0,12,2,24,2,1,1,12,87,29,5,9,900,0,0,0,1,0,1,0,1,1
"3361",8,52,36,0,1,0,0,12,6,21,6,1,1,1,73,20,8,12,1296,0,0,1,0,0,0,0,1,1
"3362",3,60,28,0,1,0,1,4,5,15,5,1,1,3,76,16,3,7,784,0,0,1,0,0,1,0,1,0
"3363",9,73,15,0,1,0,0,7,0,NA,0,1,0,NA,NA,NA,4,NA,225,0,0,1,0,0,0,0,0,1
"3364",9,69,19,0,1,0,0,9,0,NA,0,1,0,NA,NA,NA,6,NA,361,0,0,1,0,0,0,0,0,1
"3365",1,60,28,0,1,0,0,14,3,20,3,1,1,NA,NA,NA,4,NA,784,0,0,1,0,0,1,0,0,1
"3366",7,66,22,0,1,0,0,7,1,18,1,1,1,NA,NA,NA,5,NA,484,0,0,1,0,0,0,0,0,1
"3367",2,68,20,0,1,0,0,7,0,NA,0,1,0,12,85,17,4,6,400,0,0,1,0,0,1,0,1,1
"3368",6,41,47,0,0,0,0,1,4,27,3,1,NA,NA,NA,NA,NA,NA,2209,0,0,1,0,0,1,0,0,0
